Name,URL,Date,Tags,Level,Minutes,Status,Time Complexity,Space Complexity,Carl's
491. Non-decreasing Subsequences,https://leetcode.com/problems/non-decreasing-subsequences/,Feb 25,Backtracking,Medium,35,Done,O(n * 2^n),O(n),https://programmercarl.com/0491.%E9%80%92%E5%A2%9E%E5%AD%90%E5%BA%8F%E5%88%97.html#%E7%AE%97%E6%B3%95%E5%85%AC%E5%BC%80%E8%AF%BE
90. Subsets II,https://leetcode.com/problems/subsets-ii/,Feb 24,"Backtracking, Deduplicate",Medium,15,Done,O(n * 2^n),O(n),https://programmercarl.com/0090.%E5%AD%90%E9%9B%86II.html#%E7%AE%97%E6%B3%95%E5%85%AC%E5%BC%80%E8%AF%BE
78. Subsets,https://leetcode.com/problems/subsets/,Feb 24,Backtracking,Medium,25,Done,O(n * 2^n),O(n),https://programmercarl.com/0078.%E5%AD%90%E9%9B%86.html#%E7%AE%97%E6%B3%95%E5%85%AC%E5%BC%80%E8%AF%BE
93. Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses/description/,Feb 24,"Backtracking, Math, String",Medium,90,Review-logic,O(3^4),O(n),https://programmercarl.com/0093.%E5%A4%8D%E5%8E%9FIP%E5%9C%B0%E5%9D%80.html#%E7%AE%97%E6%B3%95%E5%85%AC%E5%BC%80%E8%AF%BE
131. Palindrome Partitioning,https://leetcode.com/problems/palindrome-partitioning/,Feb 23,Backtracking,Hard,55,Done,O(n * 2^n),O(n^2),https://programmercarl.com/0131.%E5%88%86%E5%89%B2%E5%9B%9E%E6%96%87%E4%B8%B2.html
40. Combination Sum II,https://leetcode.com/problems/combination-sum-ii/description/,Feb 23,"Backtracking, Deduplicate",Medium,35,Done,O(n * 2^n),O(T / m),https://programmercarl.com/0040.%E7%BB%84%E5%90%88%E6%80%BB%E5%92%8CII.html#%E7%AE%97%E6%B3%95%E5%85%AC%E5%BC%80%E8%AF%BE
39. Combination Sum,https://leetcode.com/problems/combination-sum/description/,Feb 23,Backtracking,Medium,35,Done,O(n^(T/m)),O(T / m),https://programmercarl.com/0039.%E7%BB%84%E5%90%88%E6%80%BB%E5%92%8C.html#%E6%80%9D%E8%B7%AF
17. Letter Combinations of a Phone Number,https://leetcode.com/problems/letter-combinations-of-a-phone-number/description/,Feb 18,Backtracking,Medium,60,Done,O(3^m * 4^n),O(3^m * 4^n),https://programmercarl.com/0017.%E7%94%B5%E8%AF%9D%E5%8F%B7%E7%A0%81%E7%9A%84%E5%AD%97%E6%AF%8D%E7%BB%84%E5%90%88.html
216. Combination Sum III,https://leetcode.com/problems/combination-sum-iii/,Feb 18,"Backtracking, Math",Medium,30,Done,O(n * 2^n),O(n),https://programmercarl.com/0216.%E7%BB%84%E5%90%88%E6%80%BB%E5%92%8CIII.html
77. Combinations,https://leetcode.com/problems/combinations/description/,Feb 18,"Backtracking, Math",Medium,60,Done,O(n * 2^n),O(n),https://programmercarl.com/0077.%E7%BB%84%E5%90%88%E4%BC%98%E5%8C%96.html
538. Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree/description/,Feb 17,BinaryTree,Medium,40,Done,O(n),O(h),https://programmercarl.com/0538.%E6%8A%8A%E4%BA%8C%E5%8F%89%E6%90%9C%E7%B4%A2%E6%A0%91%E8%BD%AC%E6%8D%A2%E4%B8%BA%E7%B4%AF%E5%8A%A0%E6%A0%91.html#%E6%80%9D%E8%B7%AF
108. Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,Feb 17,BinaryTree,Easy,15,Done,O(n),O(h),https://programmercarl.com/0108.%E5%B0%86%E6%9C%89%E5%BA%8F%E6%95%B0%E7%BB%84%E8%BD%AC%E6%8D%A2%E4%B8%BA%E4%BA%8C%E5%8F%89%E6%90%9C%E7%B4%A2%E6%A0%91.html#%E7%AE%97%E6%B3%95%E5%85%AC%E5%BC%80%E8%AF%BE
669. Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree/description/,Feb 17,BinaryTree,Medium,40,Done,O(n),O(h),https://programmercarl.com/0669.%E4%BF%AE%E5%89%AA%E4%BA%8C%E5%8F%89%E6%90%9C%E7%B4%A2%E6%A0%91.html
450. ⭐Delete Node in a BST,,Feb 15,BinaryTree,,120,Done,,,
701. Insert into a Binary Search Tree,,Feb 15,BinaryTree,,20,Done,,,
"235. Lowest Common Ancestor(LCA) of a Binary Search Tree ",,Feb 14,BinaryTree,,15,Done,,,
236. ⭐Lowest Common Ancestor(LCA) of a Binary Tree,,Feb 14,BinaryTree,,40,Done,,,
503. Find Mode in  Binary Search Tree,,Feb 14,BinaryTree,,60,Done,,,
530. Minimum Absolute Difference in BST,,Feb 13,BinaryTree,,60,Done,,,
98. Validate Binary Search Tree,,Feb 13,BinaryTree,,30,Done,,,
700. Search in a Binary Search Tree,,Feb 13,BinaryTree,,5,Done,,,
617. Merge Two Binary Tree,,Feb 13,BinaryTree,,20,Done,,,
654. Maximum Binary Tree,,Feb 13,BinaryTree,,20,Done,,,
105. Construct Binary Tree from Preorder and Inorder Traversal,,Feb 12,BinaryTree,,5,Done,,,
"106. ⭐Construct Binary Tree from Inorder and Postorder Traversal ",,Feb 12,BinaryTree,,60,Done,,,
113. Path Sum II,,Feb 12,BinaryTree,,20,Done,,,
112.Path Sum,,Feb 12,BinaryTree,,20,Done,,,
513. Find Bottom Left Tree Value,,Feb 11,BinaryTree,,30,Done,,,
404. Sum of Left Leaves,,Feb 11,BinaryTree,,20,Done,,,
257. Binary Tree Path,,Feb 11,BinaryTree,,60,Done,,,
110. Balanced Binary TreeSolution,,Feb 11,BinaryTree,,60,Done,,,
222. Count Complete Tree Nodes,,Feb 10,BinaryTree,,20,Done,,,
111. Minimum Depth of Binary Tree,,Feb 10,BinaryTree,,20,Done,,,
104. Maximum Depth of Binary Tree,,Feb 10,BinaryTree,,40,Done,,,
101. Symetric tree,,Feb 10,BinaryTree,,30,Done,,,
226. Invert Binary Tree,,Feb 10,BinaryTree,,15,Done,,,
102. Binary Tree Level Order Traversal,,Feb 9,BinaryTree,,30,Done,,,
144. Binary Tree Preorder Traversal,https://leetcode.com/problems/binary-tree-preorder-traversal/description/,Feb 9,BinaryTree,,50,Done,,,
145. Binary Tree Postorder Traversal,,Feb 9,BinaryTree,,65,Done,,,
94. Binary Tree Inorder Traversal,,Feb 9,BinaryTree,,65,Done,,,
347. Top K Frequent Elements,,Feb 8,"PriorityQueue, Stack&Queue",,30,Done,,,
"239. ⭐Sliding Window Maximum ",,Feb 7,"MonoQueue, Stack&Queue",,90,Done,,,
150. Evaluate Reverse Polish Notation,,Feb 7,Stack&Queue,,30,Done,,,
1047. Remove All Adjacent Duplicates In String,,Feb 6,Stack&Queue,,20,Done,,,
20. Valid Parentheses,,Feb 6,Stack&Queue,,30,Done,,,
225. Implement Stack using Queues,,Feb 6,Stack&Queue,,30,Done,,,
232. Implement Queue using Stacks,,Feb 6,Stack&Queue,,20,Done,,,
459. Repeated Substring Pattern,,Feb 5,"KMP, String",Hard,60,MoreSolution,,,
28.Find the Index of the First Occurrence in a String,,Feb 4,"KMP, String",Hard,70,Done,,,
KamaCoder 55. 右旋字符串,https://kamacoder.com/problempage.php?pid=1065,Feb 3,String,Easy,20,Done,,,
151. Reverse Words in a String,,Jan 31,"DoublePointer, String",Easy,20,Done,,,
KamaCoder 54. 替换数字,,Jan 30,"DoublePointer, String",Easy,20,Done,,,
541.Reverse String II,,Jan 30,"DoublePointer, String",,30,Done,,,
344. Reverse String,,Jan 30,"DoublePointer, String",Easy,5,Done,,,
18. 4Sum,,Jan 29,"DoublePointer, HashTable",Medium,40,Done,,,
15. ⭐3Sum,,Jan 29,"DoublePointer, HashTable",Hard,80,Done,,,
383.Ransom Note,https://leetcode.com/problems/ransom-note/description/,Jan 29,HashTable,Easy,20,Done,,,
454. 4sum II,,Jan 28,HashTable,,40,Done,,,
1. Two Sum,,Jan 28,HashTable,,10,Done,,,
202. Happy Number,,Jan 28,HashTable,,40,Done,,,
349. Intersection of Two Arrays,,Jan 27,HashTable,,20,Done,,,
242. Valid Anagram,,Jan 27,HashTable,,20,Done,,,
142. Linked List Cycle II,,Jan 27,"DoublePointer, LinkedList",Hard,90,Done,,,
160. Intersection of Two Linked Lists,,Jan 26,"DoublePointer, LinkedList",,60,Done,,,
19. Remove Nth Node From End of List,,Jan 26,"DoublePointer, LinkedList",,25,Done,,,
24. Swap Nodes in Pairs,,Jan 25,LinkedList,,35,Done,,,
206. Reverse Linked List,,Jan 25,"DoublePointer, LinkedList",,40,Done,,,
707. Design Linked List,,Jan 24,LinkedList,,30,Done,,,
203. Remove Linked List Elements,,Jan 24,LinkedList,,20,Done,,,
KamaCoder 44. 开发商购买土地,,Jan 23,"Array, PrefixSum",,30,Done,,,
KamaCoder 58. 区间和,,Jan 23,"Array, PrefixSum",,30,Done,,,
59. Spiral Matrix,,Jan 20,Array,,20,Done,,,
209. Minimum Size Subarray Sum,,Jan 20,Array,,20,Done,,,
704. Binary Search,,Jan 19,Array,,10,Done,,,
27. Remove element,,Jan 19,"Array, DoublePointer",,15,Done,,,
977. Square of Sorted Arrays,,Jan 19,Array,,30,Done,,,
